name,start,end,dir,angle,status,speed,time,identifier
成绵高速复线,"103.978676,30.9169197","104.060127,31.0711956",从成彭高速出入口到成都市边界,65,1,95.0,2019-08-21 Wed 11:09:32,成绵高速复线从成彭高速出入口到成都市边界
成绵高速复线,"104.060104,31.0714664","103.977051,30.9188576",从成都市边界到成彭高速出入口,244,1,100.0,2019-08-21 Wed 11:09:32,成绵高速复线从成都市边界到成彭高速出入口
成彭高速,"104.050468,30.7817383","103.956978,30.9486084",从大丰镇立交桥到牡丹大道南段,115,1,85.0,2019-08-21 Wed 11:09:32,成彭高速从大丰镇立交桥到牡丹大道南段
成彭高速,"103.956871,30.9485741","104.050346,30.7819252",从牡丹大道南段到大丰镇立交桥,295,1,90.0,2019-08-21 Wed 11:09:32,成彭高速从牡丹大道南段到大丰镇立交桥
成环路,"103.934792,30.9083691","103.924568,30.8900795",从老彭郫路到蜀源大道,244,1,40.0,2019-08-21 Wed 11:09:32,成环路从老彭郫路到蜀源大道
成都绕城高速,"103.93486,30.7230358;","103.945442,30.7537155",犀浦立交桥附近,73,3,15.0,2019-08-21 Wed 11:09:32,成都绕城高速犀浦立交桥附近
２１３国道,"103.979469,30.7501297","104.008476,30.7253284",从犀安路到金周路,315,2,15.0,2019-08-21 Wed 11:09:32,２１３国道从犀安路到金周路
成都绕城高速,"103.939911,30.7459602","103.939911,30.7459602",从永宁服务区到犀浦立交桥,270,1,70.0,2019-08-21 Wed 11:09:32,成都绕城高速从永宁服务区到犀浦立交桥
西芯大道,"103.975327,30.7283058","103.946587,30.7491646",从新川路到犀浦镇立交桥,139,1,45.0,2019-08-21 Wed 11:09:32,西芯大道从新川路到犀浦镇立交桥
西芯大道,"103.946495,30.7490883","103.975235,30.7282753",从犀浦镇立交桥到新川路,319,1,45.0,2019-08-21 Wed 11:09:32,西芯大道从犀浦镇立交桥到新川路
西华大道,"104.010559,30.7423019","103.996994,30.7620621",从全兴路到犀安路,120,1,35.0,2019-08-21 Wed 11:09:32,西华大道从全兴路到犀安路
西华大道,"103.99691,30.7620392;","104.010506,30.7422314",从犀安路到全兴路,300,1,35.0,2019-08-21 Wed 11:09:32,西华大道从犀安路到全兴路
校园路,"103.994118,30.7470436","103.967606,30.7657509",从校园路南口到新犀路,140,1,30.0,2019-08-21 Wed 11:09:32,校园路从校园路南口到新犀路
校园路,"103.967628,30.7656975","103.994133,30.7469292",从新犀路到校园路南口,320,1,35.0,2019-08-21 Wed 11:09:32,校园路从新犀路到校园路南口
天辰路,"103.970879,30.7326756","103.983589,30.7433815",从西芯大道到２１３国道,44,1,30.0,2019-08-21 Wed 11:09:32,天辰路从西芯大道到２１３国道
天辰路,"103.983574,30.7434044","103.975517,30.7367859",从２１３国道到百草路,223,1,30.0,2019-08-21 Wed 11:09:32,天辰路从２１３国道到百草路
新达路,"103.950485,30.7403107","103.954132,30.7443905",从百叶路到西芯大道,52,1,40.0,2019-08-21 Wed 11:09:32,新达路从百叶路到西芯大道
新达路,"103.954109,30.7444096","103.945122,30.7340221",从西芯大道到西源大道,233,1,35.0,2019-08-21 Wed 11:09:32,新达路从西芯大道到西源大道
天河路,"103.96743,30.7364483;","103.974327,30.7435684",从西芯大道到西区大道,50,1,30.0,2019-08-21 Wed 11:09:32,天河路从西芯大道到西区大道
天河路,"103.974327,30.7435684","103.967255,30.7366352",从西区大道到西芯大道,228,1,30.0,2019-08-21 Wed 11:09:32,天河路从西区大道到西芯大道
新文路,"103.947998,30.73736;1","103.949638,30.7468758",从新达路到西芯大道,81,1,45.0,2019-08-21 Wed 11:09:32,新文路从新达路到西芯大道
新文路,"103.949585,30.7469158","103.947968,30.7373161",从西芯大道到新达路,261,1,40.0,2019-08-21 Wed 11:09:32,新文路从西芯大道到新达路
迪康大道,"103.958984,30.7423649","103.963715,30.7499065",从西芯大道到西区大道,61,1,35.0,2019-08-21 Wed 11:09:32,迪康大道从西芯大道到西区大道
迪康大道,"103.963715,30.7499065","103.958824,30.7424355",从西区大道到西芯大道,240,1,35.0,2019-08-21 Wed 11:09:32,迪康大道从西区大道到西芯大道
百草路,"103.978722,30.7338524","103.934349,30.7644672",从天目路到天润路,141,1,40.0,2019-08-21 Wed 11:09:32,百草路从天目路到天润路
百草路,"103.934311,30.7644215","103.978683,30.7338142",从天润路到天目路,321,1,40.0,2019-08-21 Wed 11:09:32,百草路从天润路到天目路
天宇路,"103.948181,30.747942;","103.954857,30.7541103",从西芯大道到西区大道,47,1,40.0,2019-08-21 Wed 11:09:32,天宇路从西芯大道到西区大道
天宇路,"103.954773,30.7541199","103.948143,30.7479591",从西区大道到西芯大道,227,1,35.0,2019-08-21 Wed 11:09:32,天宇路从西区大道到西芯大道
泰山大道,"103.954857,30.7541103","103.964821,30.7631016",从西区大道到２１３国道,46,1,35.0,2019-08-21 Wed 11:09:32,泰山大道从西区大道到２１３国道
泰山大道,"103.964745,30.7631378","103.954773,30.7541199",从２１３国道到西区大道,226,1,35.0,2019-08-21 Wed 11:09:32,泰山大道从２１３国道到西区大道
天府路,"103.972878,30.7572441","103.981033,30.7615376",从２１３国道到校园路,31,1,30.0,2019-08-21 Wed 11:09:32,天府路从２１３国道到校园路
天府路,"103.980995,30.7615814","103.972816,30.7573013",从校园路到２１３国道,211,1,30.0,2019-08-21 Wed 11:09:32,天府路从校园路到２１３国道
犀方路,"103.969299,30.7605114",";103.97673,30.7670841",从２１３国道到校园路,45,1,40.0,2019-08-21 Wed 11:09:32,犀方路从２１３国道到校园路
犀方路,"103.976692,30.767128;","103.969254,30.7605457",从校园路到２１３国道,225,1,35.0,2019-08-21 Wed 11:09:32,犀方路从校园路到２１３国道
红高路,"103.938202,30.7687416",";103.94278,30.7732887",从西区大道到高店路东段,49,1,45.0,2019-08-21 Wed 11:09:32,红高路从西区大道到高店路东段
红高路,"103.942772,30.7733421","103.938148,30.7687778",从高店路东段到西区大道,228,1,45.0,2019-08-21 Wed 11:09:32,红高路从高店路东段到西区大道
